SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,Year,Population
50,3,6,1,77,Alabama,Lauderdale County,2000,88039
50,3,6,1,79,Alabama,Lawrence County,2000,34874
50,3,6,1,81,Alabama,Lee County,2000,115430
50,3,6,1,83,Alabama,Limestone County,2000,65966
50,3,6,1,85,Alabama,Lowndes County,2000,13471
50,3,6,1,87,Alabama,Macon County,2000,24047
50,3,6,1,89,Alabama,Madison County,2000,278006
50,3,6,1,91,Alabama,Marengo County,2000,22564
50,3,6,1,93,Alabama,Marion County,2000,31137
50,3,6,1,95,Alabama,Marshall County,2000,82429
50,3,6,1,97,Alabama,Mobile County,2000,400073
50,3,6,1,99,Alabama,Monroe County,2000,24319
50,3,6,1,101,Alabama,Montgomery County,2000,223428
50,3,6,1,103,Alabama,Morgan County,2000,111221
50,3,6,1,105,Alabama,Perry County,2000,11809
50,3,6,1,107,Alabama,Pickens County,2000,20881
50,3,6,1,109,Alabama,Pike County,2000,29748
50,3,6,1,111,Alabama,Randolph County,2000,22377
50,3,6,1,113,Alabama,Russell County,2000,49805
50,3,6,1,115,Alabama,St. Clair County,2000,65080
50,3,6,1,117,Alabama,Shelby County,2000,144674
50,3,6,1,119,Alabama,Sumter County,2000,14746
50,3,6,1,121,Alabama,Talladega County,2000,80772
50,3,6,1,123,Alabama,Tallapoosa County,2000,41689
50,3,6,1,125,Alabama,Tuscaloosa County,2000,165414
50,3,6,1,127,Alabama,Walker County,2000,70602
50,3,6,1,129,Alabama,Washington County,2000,18101
50,3,6,1,131,Alabama,Wilcox County,2000,12939
50,3,6,1,133,Alabama,Winston County,2000,24857
40,4,9,2,0,Alaska,Alaska,2000,627963
50,4,9,2,13,Alaska,Aleutians East Borough,2000,2693
50,4,9,2,16,Alaska,Aleutians West Census Area,2000,5470
50,4,9,2,20,Alaska,Anchorage Municipality,2000,260816
50,4,9,2,50,Alaska,Bethel Census Area,2000,16080
50,4,9,2,60,Alaska,Bristol Bay Borough,2000,1232
50,4,9,2,68,Alaska,Denali Borough,2000,1890
50,4,9,2,70,Alaska,Dillingham Census Area,2000,4916
50,4,9,2,90,Alaska,Fairbanks North Star Borough,2000,83005
50,4,9,2,100,Alaska,Haines Borough,2000,2399
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2000,2562
50,4,9,2,110,Alaska,Juneau City and Borough,2000,30668
50,4,9,2,122,Alaska,Kenai Peninsula Borough,2000,49618
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,2000,14000
50,4,9,2,150,Alaska,Kodiak Island Borough,2000,13983
50,4,9,2,164,Alaska,Lake and Peninsula Borough,2000,1814
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,2000,59802
50,4,9,2,180,Alaska,Nome Census Area,2000,9152
50,4,9,2,185,Alaska,North Slope Borough,2000,7420
50,4,9,2,188,Alaska,Northwest Arctic Borough,2000,7226
50,4,9,2,195,Alaska,Petersburg Census Area,2000,4249
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,2000,6098
50,4,9,2,220,Alaska,Sitka City and Borough,2000,8845
50,4,9,2,230,Alaska,Skagway Municipality,2000,868
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,2000,6177
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,2000,10210
50,4,9,2,270,Alaska,Wade Hampton Census Area,2000,7033
50,4,9,2,275,Alaska,Wrangell City and Borough,2000,2452
50,4,9,2,282,Alaska,Yakutat City and Borough,2000,796
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,2000,6489
40,4,8,4,0,Arizona,Arizona,2000,5160586
50,4,8,4,1,Arizona,Apache County,2000,69507
50,4,8,4,3,Arizona,Cochise County,2000,118132
50,4,8,4,5,Arizona,Coconino County,2000,116773
50,4,8,4,7,Arizona,Gila County,2000,51332
50,4,8,4,9,Arizona,Graham County,2000,33511
50,4,8,4,11,Arizona,Greenlee County,2000,8547
50,4,8,4,12,Arizona,La Paz County,2000,19611
50,4,8,4,13,Arizona,Maricopa County,2000,3092197
50,4,8,4,15,Arizona,Mohave County,2000,156215
50,4,8,4,17,Arizona,Navajo County,2000,97689
50,4,8,4,19,Arizona,Pima County,2000,848019
50,4,8,4,21,Arizona,Pinal County,2000,181280
50,4,8,4,23,Arizona,Santa Cruz County,2000,38589
50,4,8,4,25,Arizona,Yavapai County,2000,168608
50,4,8,4,27,Arizona,Yuma County,2000,160576
40,3,7,5,0,Arkansas,Arkansas,2000,2678588
50,3,7,5,1,Arkansas,Arkansas County,2000,20776
50,3,7,5,3,Arkansas,Ashley County,2000,24179
50,3,7,5,5,Arkansas,Baxter County,2000,38446
50,3,7,5,7,Arkansas,Benton County,2000,154744
50,3,7,5,9,Arkansas,Boone County,2000,34051
50,3,7,5,11,Arkansas,Bradley County,2000,12597
50,3,7,5,13,Arkansas,Calhoun County,2000,5709
50,3,7,5,15,Arkansas,Carroll County,2000,25369
50,3,7,5,17,Arkansas,Chicot County,2000,14062
50,3,7,5,19,Arkansas,Clark County,2000,23474
50,3,7,5,21,Arkansas,Clay County,2000,17537
50,3,7,5,23,Arkansas,Cleburne County,2000,24100
50,3,7,5,25,Arkansas,Cleveland County,2000,8536
50,3,7,5,27,Arkansas,Columbia County,2000,25599
50,3,7,5,29,Arkansas,Conway County,2000,20312
50,3,7,5,31,Arkansas,Craighead County,2000,82519
50,3,7,5,33,Arkansas,Crawford County,2000,53404
50,3,7,5,35,Arkansas,Crittenden County,2000,50915
50,3,7,5,37,Arkansas,Cross County,2000,19458
50,3,7,5,39,Arkansas,Dallas County,2000,9146
50,3,7,5,41,Arkansas,Desha County,2000,15302
50,3,7,5,43,Arkansas,Drew County,2000,18670
50,3,7,5,45,Arkansas,Faulkner County,2000,86501
50,3,7,5,47,Arkansas,Franklin County,2000,17737
50,3,7,5,49,Arkansas,Fulton County,2000,11656
50,3,7,5,51,Arkansas,Garland County,2000,88311
50,3,7,5,53,Arkansas,Grant County,2000,16476
50,3,7,5,55,Arkansas,Greene County,2000,37563
50,3,7,5,57,Arkansas,Hempstead County,2000,23620
50,3,7,5,59,Arkansas,Hot Spring County,2000,30480
50,3,7,5,61,Arkansas,Howard County,2000,14233
50,3,7,5,63,Arkansas,Independence County,2000,34333
50,3,7,5,65,Arkansas,Izard County,2000,13298
50,3,7,5,67,Arkansas,Jackson County,2000,18403
50,3,7,5,69,Arkansas,Jefferson County,2000,84171
50,3,7,5,71,Arkansas,Johnson County,2000,22813
50,3,7,5,73,Arkansas,Lafayette County,2000,8539
50,3,7,5,75,Arkansas,Lawrence County,2000,17672
50,3,7,5,77,Arkansas,Lee County,2000,12527
50,3,7,5,79,Arkansas,Lincoln County,2000,14477
50,3,7,5,81,Arkansas,Little River County,2000,13613
50,3,7,5,83,Arkansas,Logan County,2000,22500
50,3,7,5,85,Arkansas,Lonoke County,2000,53153
50,3,7,5,87,Arkansas,Madison County,2000,14272
50,3,7,5,89,Arkansas,Marion County,2000,16162
50,3,7,5,91,Arkansas,Miller County,2000,40436
50,3,7,5,93,Arkansas,Mississippi County,2000,51849
50,3,7,5,95,Arkansas,Monroe County,2000,10182
50,3,7,5,97,Arkansas,Montgomery County,2000,9263
50,3,7,5,99,Arkansas,Nevada County,2000,9895
50,3,7,5,101,Arkansas,Newton County,2000,8642
50,3,7,5,103,Arkansas,Ouachita County,2000,28677
50,3,7,5,105,Arkansas,Perry County,2000,10223
50,3,7,5,107,Arkansas,Phillips County,2000,26290
50,3,7,5,109,Arkansas,Pike County,2000,11332
50,3,7,5,111,Arkansas,Poinsett County,2000,25617
50,3,7,5,113,Arkansas,Polk County,2000,20268
50,3,7,5,115,Arkansas,Pope County,2000,54541
50,3,7,5,117,Arkansas,Prairie County,2000,9491
50,3,7,5,119,Arkansas,Pulaski County,2000,361876
50,3,7,5,121,Arkansas,Randolph County,2000,18155
50,3,7,5,123,Arkansas,St. Francis County,2000,29325
50,3,7,5,125,Arkansas,Saline County,2000,84084
50,3,7,5,127,Arkansas,Scott County,2000,10980
50,3,7,5,129,Arkansas,Searcy County,2000,8246
50,3,7,5,131,Arkansas,Sebastian County,2000,115578
50,3,7,5,133,Arkansas,Sevier County,2000,15747
50,3,7,5,135,Arkansas,Sharp County,2000,17138
50,3,7,5,137,Arkansas,Stone County,2000,11519
50,3,7,5,139,Arkansas,Union County,2000,45532
50,3,7,5,141,Arkansas,Van Buren County,2000,16221
50,3,7,5,143,Arkansas,Washington County,2000,158851
50,3,7,5,145,Arkansas,White County,2000,67382
50,3,7,5,147,Arkansas,Woodruff County,2000,8686
50,3,7,5,149,Arkansas,Yell County,2000,21147
40,4,9,6,0,California,California,2000,33987977
50,4,9,6,1,California,Alameda County,2000,1449840
50,4,9,6,3,California,Alpine County,2000,1209
50,4,9,6,5,California,Amador County,2000,35153
50,4,9,6,7,California,Butte County,2000,203807
50,4,9,6,9,California,Calaveras County,2000,40645
50,4,9,6,11,California,Colusa County,2000,18817
50,4,9,6,13,California,Contra Costa County,2000,952810
50,4,9,6,15,California,Del Norte County,2000,27440
50,4,9,6,17,California,El Dorado County,2000,157162
50,4,9,6,19,California,Fresno County,2000,801288
50,4,9,6,21,California,Glenn County,2000,26416
50,4,9,6,23,California,Humboldt County,2000,126462
50,4,9,6,25,California,Imperial County,2000,142410
50,4,9,6,27,California,Inyo County,2000,17955
50,4,9,6,29,California,Kern County,2000,663803
50,4,9,6,31,California,Kings County,2000,129835
50,4,9,6,33,California,Lake County,2000,58538
50,4,9,6,35,California,Lassen County,2000,33719
50,4,9,6,37,California,Los Angeles County,2000,9538191
50,4,9,6,39,California,Madera County,2000,123587
50,4,9,6,41,California,Marin County,2000,247520
50,4,9,6,43,California,Mariposa County,2000,17101
50,4,9,6,45,California,Mendocino County,2000,86407
50,4,9,6,47,California,Merced County,2000,212258
50,4,9,6,49,California,Modoc County,2000,9406
50,4,9,6,51,California,Mono County,2000,12921
50,4,9,6,53,California,Monterey County,2000,402990
50,4,9,6,55,California,Napa County,2000,124565
50,4,9,6,57,California,Nevada County,2000,92520
50,4,9,6,59,California,Orange County,2000,2854513
50,4,9,6,61,California,Placer County,2000,251012
50,4,9,6,63,California,Plumas County,2000,20754
50,4,9,6,65,California,Riverside County,2000,1558985
50,4,9,6,67,California,Sacramento County,2000,1229940
50,4,9,6,69,California,San Benito County,2000,53781
50,4,9,6,71,California,San Bernardino County,2000,1718037
50,4,9,6,73,California,San Diego County,2000,2827366
50,4,9,6,75,California,San Francisco County,2000,777885
50,4,9,6,77,California,San Joaquin County,2000,567885
50,4,9,6,79,California,San Luis Obispo County,2000,247839
50,4,9,6,81,California,San Mateo County,2000,707820
50,4,9,6,83,California,Santa Barbara County,2000,399990
50,4,9,6,85,California,Santa Clara County,2000,1684947
50,4,9,6,87,California,Santa Cruz County,2000,255835
50,4,9,6,89,California,Shasta County,2000,163615
50,4,9,6,91,California,Sierra County,2000,3574
50,4,9,6,93,California,Siskiyou County,2000,44218
50,4,9,6,95,California,Solano County,2000,396974
50,4,9,6,97,California,Sonoma County,2000,460421
50,4,9,6,99,California,Stanislaus County,2000,449471
50,4,9,6,101,California,Sutter County,2000,79192
50,4,9,6,103,California,Tehama County,2000,56170
50,4,9,6,105,California,Trinity County,2000,12980
50,4,9,6,107,California,Tulare County,2000,368627
50,4,9,6,109,California,Tuolumne County,2000,54658
50,4,9,6,111,California,Ventura County,2000,756506
50,4,9,6,113,California,Yolo County,2000,169835
50,4,9,6,115,California,Yuba County,2000,60372
40,4,8,8,0,Colorado,Colorado,2000,4326921
50,4,8,8,1,Colorado,Adams County,2000,350888
50,4,8,8,3,Colorado,Alamosa County,2000,14954
50,4,8,8,5,Colorado,Arapahoe County,2000,491482
50,4,8,8,7,Colorado,Archuleta County,2000,10020
50,4,8,8,9,Colorado,Baca County,2000,4501
50,4,8,8,11,Colorado,Bent County,2000,5954
50,4,8,8,13,Colorado,Boulder County,2000,271574
50,4,8,8,14,Colorado,Broomfield County,2000,39679
50,4,8,8,15,Colorado,Chaffee County,2000,16337
50,4,8,8,17,Colorado,Cheyenne County,2000,2209
50,4,8,8,19,Colorado,Clear Creek County,2000,9255
50,4,8,8,21,Colorado,Conejos County,2000,8401
50,4,8,8,23,Colorado,Costilla County,2000,3675
50,4,8,8,25,Colorado,Crowley County,2000,5509
50,4,8,8,27,Colorado,Custer County,2000,3523
50,4,8,8,29,Colorado,Delta County,2000,27877
50,4,8,8,31,Colorado,Denver County,2000,555651
50,4,8,8,33,Colorado,Dolores County,2000,1847
50,4,8,8,35,Colorado,Douglas County,2000,180121
50,4,8,8,37,Colorado,Eagle County,2000,41961
50,4,8,8,39,Colorado,Elbert County,2000,20060
50,4,8,8,41,Colorado,El Paso County,2000,519938
50,4,8,8,43,Colorado,Fremont County,2000,46245
50,4,8,8,45,Colorado,Garfield County,2000,44257
50,4,8,8,47,Colorado,Gilpin County,2000,4783
50,4,8,8,49,Colorado,Grand County,2000,12496
50,4,8,8,51,Colorado,Gunnison County,2000,14068
50,4,8,8,53,Colorado,Hinsdale County,2000,791
50,4,8,8,55,Colorado,Huerfano County,2000,7771
50,4,8,8,57,Colorado,Jackson County,2000,1577
50,4,8,8,59,Colorado,Jefferson County,2000,526251
50,4,8,8,61,Colorado,Kiowa County,2000,1610
50,4,8,8,63,Colorado,Kit Carson County,2000,7971
50,4,8,8,65,Colorado,Lake County,2000,7815
50,4,8,8,67,Colorado,La Plata County,2000,44228
50,4,8,8,69,Colorado,Larimer County,2000,253072
50,4,8,8,71,Colorado,Las Animas County,2000,15297
50,4,8,8,73,Colorado,Lincoln County,2000,6070
50,4,8,8,75,Colorado,Logan County,2000,20699
50,4,8,8,77,Colorado,Mesa County,2000,117631
50,4,8,8,79,Colorado,Mineral County,2000,832
50,4,8,8,81,Colorado,Moffat County,2000,13147
50,4,8,8,83,Colorado,Montezuma County,2000,23847
50,4,8,8,85,Colorado,Montrose County,2000,33599
50,4,8,8,87,Colorado,Morgan County,2000,27257
50,4,8,8,89,Colorado,Otero County,2000,20242
50,4,8,8,91,Colorado,Ouray County,2000,3775
50,4,8,8,93,Colorado,Park County,2000,14670
50,4,8,8,95,Colorado,Phillips County,2000,4455
50,4,8,8,97,Colorado,Pitkin County,2000,14817
50,4,8,8,99,Colorado,Prowers County,2000,14431
50,4,8,8,101,Colorado,Pueblo County,2000,141800
50,4,8,8,103,Colorado,Rio Blanco County,2000,5986
50,4,8,8,105,Colorado,Rio Grande County,2000,12445
50,4,8,8,107,Colorado,Routt County,2000,19815
50,4,8,8,109,Colorado,Saguache County,2000,5939
50,4,8,8,111,Colorado,San Juan County,2000,562
50,4,8,8,113,Colorado,San Miguel County,2000,6609
50,4,8,8,115,Colorado,Sedgwick County,2000,2746
50,4,8,8,117,Colorado,Summit County,2000,23700
50,4,8,8,119,Colorado,Teller County,2000,20655
50,4,8,8,121,Colorado,Washington County,2000,4939
50,4,8,8,123,Colorado,Weld County,2000,182782
50,4,8,8,125,Colorado,Yuma County,2000,9823
40,1,1,9,0,Connecticut,Connecticut,2000,3411777
50,1,1,9,1,Connecticut,Fairfield County,2000,884364
50,1,1,9,3,Connecticut,Hartford County,2000,858416
50,1,1,9,5,Connecticut,Litchfield County,2000,182597
50,1,1,9,7,Connecticut,Middlesex County,2000,155593
50,1,1,9,9,Connecticut,New Haven County,2000,824911
50,1,1,9,11,Connecticut,New London County,2000,259848
50,1,1,9,13,Connecticut,Tolland County,2000,136863
50,1,1,9,15,Connecticut,Windham County,2000,109185
40,3,5,10,0,Delaware,Delaware,2000,786373
50,3,5,10,1,Delaware,Kent County,2000,127229
50,3,5,10,3,Delaware,New Castle County,2000,501837
50,3,5,10,5,Delaware,Sussex County,2000,157307
40,3,5,11,0,District of Columbia,District of Columbia,2000,572046
50,3,5,11,1,District of Columbia,District of Columbia,2000,572046
40,3,5,12,0,Florida,Florida,2000,16047515
50,3,5,12,1,Florida,Alachua County,2000,218611
50,3,5,12,3,Florida,Baker County,2000,22374
50,3,5,12,5,Florida,Bay County,2000,148393
50,3,5,12,7,Florida,Bradford County,2000,26064
50,3,5,12,9,Florida,Brevard County,2000,477819
50,3,5,12,11,Florida,Broward County,2000,1630600
50,3,5,12,13,Florida,Calhoun County,2000,13040
50,3,5,12,15,Florida,Charlotte County,2000,142266
50,3,5,12,17,Florida,Citrus County,2000,118649
50,3,5,12,19,Florida,Clay County,2000,141629
50,3,5,12,21,Florida,Collier County,2000,254015
50,3,5,12,23,Florida,Columbia County,2000,56571
50,3,5,12,27,Florida,DeSoto County,2000,32196
50,3,5,12,29,Florida,Dixie County,2000,13758
50,3,5,12,31,Florida,Duval County,2000,779800
50,3,5,12,33,Florida,Escambia County,2000,294725
50,3,5,12,35,Florida,Flagler County,2000,50579
50,3,5,12,37,Florida,Franklin County,2000,9839
50,3,5,12,39,Florida,Gadsden County,2000,44950
50,3,5,12,41,Florida,Gilchrist County,2000,14443
50,3,5,12,43,Florida,Glades County,2000,10579
50,3,5,12,45,Florida,Gulf County,2000,14566
50,3,5,12,47,Florida,Hamilton County,2000,13330
50,3,5,12,49,Florida,Hardee County,2000,26769
50,3,5,12,51,Florida,Hendry County,2000,36255
50,3,5,12,53,Florida,Hernando County,2000,131390
50,3,5,12,55,Florida,Highlands County,2000,87417
50,3,5,12,57,Florida,Hillsborough County,2000,1003435
50,3,5,12,59,Florida,Holmes County,2000,18553
50,3,5,12,61,Florida,Indian River County,2000,113323
50,3,5,12,63,Florida,Jackson County,2000,46701
50,3,5,12,65,Florida,Jefferson County,2000,12891
50,3,5,12,67,Florida,Lafayette County,2000,7011
50,3,5,12,69,Florida,Lake County,2000,212347
50,3,5,12,71,Florida,Lee County,2000,444311
50,3,5,12,73,Florida,Leon County,2000,240571
50,3,5,12,75,Florida,Levy County,2000,34644
50,3,5,12,77,Florida,Liberty County,2000,6989
50,3,5,12,79,Florida,Madison County,2000,18734
50,3,5,12,81,Florida,Manatee County,2000,265644
50,3,5,12,83,Florida,Marion County,2000,260221
50,3,5,12,85,Florida,Martin County,2000,127301
50,3,5,12,86,Florida,Miami-Dade County,2000,2259508
50,3,5,12,87,Florida,Monroe County,2000,79470
50,3,5,12,89,Florida,Nassau County,2000,57957
50,3,5,12,91,Florida,Okaloosa County,2000,171200
50,3,5,12,93,Florida,Okeechobee County,2000,35917
50,3,5,12,95,Florida,Orange County,2000,903019
50,3,5,12,97,Florida,Osceola County,2000,174146
50,3,5,12,99,Florida,Palm Beach County,2000,1135787
50,3,5,12,101,Florida,Pasco County,2000,347038
50,3,5,12,103,Florida,Pinellas County,2000,922150
50,3,5,12,105,Florida,Polk County,2000,485515
50,3,5,12,107,Florida,Putnam County,2000,70433
50,3,5,12,109,Florida,St. Johns County,2000,124522
50,3,5,12,111,Florida,St. Lucie County,2000,193518
50,3,5,12,113,Florida,Santa Rosa County,2000,118360
50,3,5,12,115,Florida,Sarasota County,2000,327165
50,3,5,12,117,Florida,Seminole County,2000,367378
50,3,5,12,119,Florida,Sumter County,2000,53738
50,3,5,12,121,Florida,Suwannee County,2000,35071
50,3,5,12,123,Florida,Taylor County,2000,19233
50,3,5,12,125,Florida,Union County,2000,13450
50,3,5,12,127,Florida,Volusia County,2000,444935
50,3,5,12,129,Florida,Wakulla County,2000,22924
50,3,5,12,131,Florida,Walton County,2000,40755
50,3,5,12,133,Florida,Washington County,2000,21023
40,3,5,13,0,Georgia,Georgia,2000,8227303
50,3,5,13,1,Georgia,Appling County,2000,17396
50,3,5,13,3,Georgia,Atkinson County,2000,7591
50,3,5,13,5,Georgia,Bacon County,2000,10131
50,3,5,13,7,Georgia,Baker County,2000,4025
50,3,5,13,9,Georgia,Baldwin County,2000,44684
50,3,5,13,11,Georgia,Banks County,2000,14544
50,3,5,13,13,Georgia,Barrow County,2000,46520
50,3,5,13,15,Georgia,Bartow County,2000,76806
50,3,5,13,17,Georgia,Ben Hill County,2000,17483
50,3,5,13,19,Georgia,Berrien County,2000,16268
50,3,5,13,21,Georgia,Bibb County,2000,153857
50,3,5,13,23,Georgia,Bleckley County,2000,11654
50,3,5,13,25,Georgia,Brantley County,2000,14700
50,3,5,13,27,Georgia,Brooks County,2000,16458
50,3,5,13,29,Georgia,Bryan County,2000,23474
50,3,5,13,31,Georgia,Bulloch County,2000,56146
50,3,5,13,33,Georgia,Burke County,2000,22279
50,3,5,13,35,Georgia,Butts County,2000,19621
50,3,5,13,37,Georgia,Calhoun County,2000,6325
50,3,5,13,39,Georgia,Camden County,2000,43824
50,3,5,13,43,Georgia,Candler County,2000,9585
50,3,5,13,45,Georgia,Carroll County,2000,87932
50,3,5,13,47,Georgia,Catoosa County,2000,53549
50,3,5,13,49,Georgia,Charlton County,2000,10312
50,3,5,13,51,Georgia,Chatham County,2000,232492
50,3,5,13,53,Georgia,Chattahoochee County,2000,15047
50,3,5,13,55,Georgia,Chattooga County,2000,25419
50,3,5,13,57,Georgia,Cherokee County,2000,143777
50,3,5,13,59,Georgia,Clarke County,2000,102401
50,3,5,13,61,Georgia,Clay County,2000,3353
50,3,5,13,63,Georgia,Clayton County,2000,238079
50,3,5,13,65,Georgia,Clinch County,2000,6831
50,3,5,13,67,Georgia,Cobb County,2000,611505
50,3,5,13,69,Georgia,Coffee County,2000,37592
50,3,5,13,71,Georgia,Colquitt County,2000,42140
50,3,5,13,73,Georgia,Columbia County,2000,90138
50,3,5,13,75,Georgia,Cook County,2000,15855
50,3,5,13,77,Georgia,Coweta County,2000,90117
50,3,5,13,79,Georgia,Crawford County,2000,12408
50,3,5,13,81,Georgia,Crisp County,2000,22018
50,3,5,13,83,Georgia,Dade County,2000,15199
50,3,5,13,85,Georgia,Dawson County,2000,16238
50,3,5,13,87,Georgia,Decatur County,2000,28223
50,3,5,13,89,Georgia,DeKalb County,2000,668271
50,3,5,13,91,Georgia,Dodge County,2000,19168
50,3,5,13,93,Georgia,Dooly County,2000,11519
50,3,5,13,95,Georgia,Dougherty County,2000,95859
50,3,5,13,97,Georgia,Douglas County,2000,92774
50,3,5,13,99,Georgia,Early County,2000,12303
50,3,5,13,101,Georgia,Echols County,2000,3782
50,3,5,13,103,Georgia,Effingham County,2000,37755
50,3,5,13,105,Georgia,Elbert County,2000,20464
50,3,5,13,107,Georgia,Emanuel County,2000,21851
50,3,5,13,109,Georgia,Evans County,2000,10531
50,3,5,13,111,Georgia,Fannin County,2000,19954
50,3,5,13,113,Georgia,Fayette County,2000,92073
50,3,5,13,115,Georgia,Floyd County,2000,90837
50,3,5,13,117,Georgia,Forsyth County,2000,100400
50,3,5,13,119,Georgia,Franklin County,2000,20314
50,3,5,13,121,Georgia,Fulton County,2000,816190
50,3,5,13,123,Georgia,Gilmer County,2000,23634
50,3,5,13,125,Georgia,Glascock County,2000,2574
50,3,5,13,127,Georgia,Glynn County,2000,67696
50,3,5,13,129,Georgia,Gordon County,2000,44401
50,3,5,13,131,Georgia,Grady County,2000,23624
50,3,5,13,133,Georgia,Greene County,2000,14389
50,3,5,13,135,Georgia,Gwinnett County,2000,595584
50,3,5,13,137,Georgia,Habersham County,2000,36095
50,3,5,13,139,Georgia,Hall County,2000,140993
50,3,5,13,141,Georgia,Hancock County,2000,10066
50,3,5,13,143,Georgia,Haralson County,2000,25788
50,3,5,13,145,Georgia,Harris County,2000,23912
50,3,5,13,147,Georgia,Hart County,2000,23046
50,3,5,13,149,Georgia,Heard County,2000,11038
50,3,5,13,151,Georgia,Henry County,2000,121774
50,3,5,13,153,Georgia,Houston County,2000,111294
50,3,5,13,155,Georgia,Irwin County,2000,9905
50,3,5,13,157,Georgia,Jackson County,2000,41845
50,3,5,13,159,Georgia,Jasper County,2000,11496
50,3,5,13,161,Georgia,Jeff Davis County,2000,12734
50,3,5,13,163,Georgia,Jefferson County,2000,17229
50,3,5,13,165,Georgia,Jenkins County,2000,8584
50,3,5,13,167,Georgia,Johnson County,2000,8567
50,3,5,13,169,Georgia,Jones County,2000,23762
50,3,5,13,171,Georgia,Lamar County,2000,16024
50,3,5,13,173,Georgia,Lanier County,2000,7283
50,3,5,13,175,Georgia,Laurens County,2000,44931
50,3,5,13,177,Georgia,Lee County,2000,24808
50,3,5,13,179,Georgia,Liberty County,2000,61811
50,3,5,13,181,Georgia,Lincoln County,2000,8335
50,3,5,13,183,Georgia,Long County,2000,10370
50,3,5,13,185,Georgia,Lowndes County,2000,92206
50,3,5,13,187,Georgia,Lumpkin County,2000,21251
50,3,5,13,189,Georgia,McDuffie County,2000,21269
50,3,5,13,191,Georgia,McIntosh County,2000,10948
50,3,5,13,193,Georgia,Macon County,2000,14025
50,3,5,13,195,Georgia,Madison County,2000,25800
50,3,5,13,197,Georgia,Marion County,2000,7189
50,3,5,13,199,Georgia,Meriwether County,2000,22526
50,3,5,13,201,Georgia,Miller County,2000,6351
50,3,5,13,205,Georgia,Mitchell County,2000,23965
50,3,5,13,207,Georgia,Monroe County,2000,21824
50,3,5,13,209,Georgia,Montgomery County,2000,8234
50,3,5,13,211,Georgia,Morgan County,2000,15531
50,3,5,13,213,Georgia,Murray County,2000,36737
50,3,5,13,215,Georgia,Muscogee County,2000,186478
50,3,5,13,217,Georgia,Newton County,2000,62768
50,3,5,13,219,Georgia,Oconee County,2000,25874
50,3,5,13,221,Georgia,Oglethorpe County,2000,12688
50,3,5,13,223,Georgia,Paulding County,2000,83026
50,3,5,13,225,Georgia,Peach County,2000,23871
50,3,5,13,227,Georgia,Pickens County,2000,23412
50,3,5,13,229,Georgia,Pierce County,2000,15702
50,3,5,13,231,Georgia,Pike County,2000,13571
50,3,5,13,233,Georgia,Polk County,2000,38178
