SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,Year,Population
40,3,6,1,0,Alabama,Alabama,2010,4785437
50,3,6,1,1,Alabama,Autauga County,2010,54773
50,3,6,1,3,Alabama,Baldwin County,2010,183112
50,3,6,1,5,Alabama,Barbour County,2010,27327
50,3,6,1,7,Alabama,Bibb County,2010,22870
50,3,6,1,9,Alabama,Blount County,2010,57376
50,3,6,1,11,Alabama,Bullock County,2010,10876
50,3,6,1,13,Alabama,Butler County,2010,20932
50,3,6,1,15,Alabama,Calhoun County,2010,118408
50,3,6,1,17,Alabama,Chambers County,2010,34122
50,3,6,1,19,Alabama,Cherokee County,2010,25963
50,3,6,1,21,Alabama,Chilton County,2010,43653
50,3,6,1,23,Alabama,Choctaw County,2010,13849
50,3,6,1,25,Alabama,Clarke County,2010,25766
50,3,6,1,27,Alabama,Clay County,2010,13898
50,3,6,1,29,Alabama,Cleburne County,2010,15004
50,3,6,1,31,Alabama,Coffee County,2010,50208
50,3,6,1,33,Alabama,Colbert County,2010,54524
50,3,6,1,35,Alabama,Conecuh County,2010,13236
50,3,6,1,37,Alabama,Coosa County,2010,11780
50,3,6,1,39,Alabama,Covington County,2010,37809
50,3,6,1,41,Alabama,Crenshaw County,2010,13869
50,3,6,1,43,Alabama,Cullman County,2010,80456
50,3,6,1,45,Alabama,Dale County,2010,50394
50,3,6,1,47,Alabama,Dallas County,2010,43854
50,3,6,1,49,Alabama,DeKalb County,2010,71163
50,3,6,1,51,Alabama,Elmore County,2010,79552
50,3,6,1,53,Alabama,Escambia County,2010,38345
50,3,6,1,55,Alabama,Etowah County,2010,104459
50,3,6,1,57,Alabama,Fayette County,2010,17229
50,3,6,1,59,Alabama,Franklin County,2010,31746
50,3,6,1,61,Alabama,Geneva County,2010,26777
50,3,6,1,63,Alabama,Greene County,2010,8991
50,3,6,1,65,Alabama,Hale County,2010,15745
50,3,6,1,67,Alabama,Henry County,2010,17296
50,3,6,1,69,Alabama,Houston County,2010,101798
50,3,6,1,71,Alabama,Jackson County,2010,53184
50,3,6,1,73,Alabama,Jefferson County,2010,658215
50,3,6,1,75,Alabama,Lamar County,2010,14496
50,3,6,1,77,Alabama,Lauderdale County,2010,92737
50,3,6,1,79,Alabama,Lawrence County,2010,34342
50,3,6,1,81,Alabama,Lee County,2010,140794
50,3,6,1,83,Alabama,Limestone County,2010,83181
50,3,6,1,85,Alabama,Lowndes County,2010,11289
50,3,6,1,87,Alabama,Macon County,2010,21505
50,3,6,1,89,Alabama,Madison County,2010,336095
50,3,6,1,91,Alabama,Marengo County,2010,20956
50,3,6,1,93,Alabama,Marion County,2010,30816
50,3,6,1,95,Alabama,Marshall County,2010,93122
50,3,6,1,97,Alabama,Mobile County,2010,413315
50,3,6,1,99,Alabama,Monroe County,2010,23005
50,3,6,1,101,Alabama,Montgomery County,2010,229505
50,3,6,1,103,Alabama,Morgan County,2010,119608
50,3,6,1,105,Alabama,Perry County,2010,10563
50,3,6,1,107,Alabama,Pickens County,2010,19749
50,3,6,1,109,Alabama,Pike County,2010,32970
50,3,6,1,111,Alabama,Randolph County,2010,22937
50,3,6,1,113,Alabama,Russell County,2010,53321
50,3,6,1,115,Alabama,St. Clair County,2010,83571
50,3,6,1,117,Alabama,Shelby County,2010,196032
50,3,6,1,119,Alabama,Sumter County,2010,13730
50,3,6,1,121,Alabama,Talladega County,2010,82172
50,3,6,1,123,Alabama,Tallapoosa County,2010,41476
50,3,6,1,125,Alabama,Tuscaloosa County,2010,194996
50,3,6,1,127,Alabama,Walker County,2010,66997
50,3,6,1,129,Alabama,Washington County,2010,17626
50,3,6,1,131,Alabama,Wilcox County,2010,11560
50,3,6,1,133,Alabama,Winston County,2010,24412
40,4,9,2,0,Alaska,Alaska,2010,713910
50,4,9,2,13,Alaska,Aleutians East Borough,2010,3166
50,4,9,2,16,Alaska,Aleutians West Census Area,2010,5559
50,4,9,2,20,Alaska,Anchorage Municipality,2010,293321
50,4,9,2,50,Alaska,Bethel Census Area,2010,17084
50,4,9,2,60,Alaska,Bristol Bay Borough,2010,1002
50,4,9,2,68,Alaska,Denali Borough,2010,1835
50,4,9,2,70,Alaska,Dillingham Census Area,2010,4850
50,4,9,2,90,Alaska,Fairbanks North Star Borough,2010,98264
50,4,9,2,100,Alaska,Haines Borough,2010,2501
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2010,2107
50,4,9,2,110,Alaska,Juneau City and Borough,2010,31387
50,4,9,2,122,Alaska,Kenai Peninsula Borough,2010,55554
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,2010,13573
50,4,9,2,150,Alaska,Kodiak Island Borough,2010,13646
50,4,9,2,158,Alaska,Kusilvak Census Area,2010,7467
50,4,9,2,164,Alaska,Lake and Peninsula Borough,2010,1639
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,2010,89732
50,4,9,2,180,Alaska,Nome Census Area,2010,9543
50,4,9,2,185,Alaska,North Slope Borough,2010,9478
50,4,9,2,188,Alaska,Northwest Arctic Borough,2010,7560
50,4,9,2,195,Alaska,Petersburg Borough,2010,3219
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,2010,6211
50,4,9,2,220,Alaska,Sitka City and Borough,2010,8881
50,4,9,2,230,Alaska,Skagway Municipality,2010,968
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,2010,7061
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,2010,9657
50,4,9,2,275,Alaska,Wrangell City and Borough,2010,2371
50,4,9,2,282,Alaska,Yakutat City and Borough,2010,662
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,2010,5612
40,4,8,4,0,Arizona,Arizona,2010,6407172
50,4,8,4,1,Arizona,Apache County,2010,71829
50,4,8,4,3,Arizona,Cochise County,2010,131822
50,4,8,4,5,Arizona,Coconino County,2010,134612
50,4,8,4,7,Arizona,Gila County,2010,53561
50,4,8,4,9,Arizona,Graham County,2010,37152
50,4,8,4,11,Arizona,Greenlee County,2010,8339
50,4,8,4,12,Arizona,La Paz County,2010,20497
50,4,8,4,13,Arizona,Maricopa County,2010,3825110
50,4,8,4,15,Arizona,Mohave County,2010,200314
50,4,8,4,17,Arizona,Navajo County,2010,107697
50,4,8,4,19,Arizona,Pima County,2010,981620
50,4,8,4,21,Arizona,Pinal County,2010,379094
50,4,8,4,23,Arizona,Santa Cruz County,2010,47415
50,4,8,4,25,Arizona,Yavapai County,2010,210983
50,4,8,4,27,Arizona,Yuma County,2010,197127
40,3,7,5,0,Arkansas,Arkansas,2010,2921964
50,3,7,5,1,Arkansas,Arkansas County,2010,19009
50,3,7,5,3,Arkansas,Ashley County,2010,21829
50,3,7,5,5,Arkansas,Baxter County,2010,41510
50,3,7,5,7,Arkansas,Benton County,2010,222593
50,3,7,5,9,Arkansas,Boone County,2010,36893
50,3,7,5,11,Arkansas,Bradley County,2010,11470
50,3,7,5,13,Arkansas,Calhoun County,2010,5362
50,3,7,5,15,Arkansas,Carroll County,2010,27553
50,3,7,5,17,Arkansas,Chicot County,2010,11799
50,3,7,5,19,Arkansas,Clark County,2010,22925
50,3,7,5,21,Arkansas,Clay County,2010,16050
50,3,7,5,23,Arkansas,Cleburne County,2010,25986
50,3,7,5,25,Arkansas,Cleveland County,2010,8677
50,3,7,5,27,Arkansas,Columbia County,2010,24723
50,3,7,5,29,Arkansas,Conway County,2010,21219
50,3,7,5,31,Arkansas,Craighead County,2010,96748
50,3,7,5,33,Arkansas,Crawford County,2010,61956
50,3,7,5,35,Arkansas,Crittenden County,2010,50958
50,3,7,5,37,Arkansas,Cross County,2010,17862
50,3,7,5,39,Arkansas,Dallas County,2010,8066
50,3,7,5,41,Arkansas,Desha County,2010,12954
50,3,7,5,43,Arkansas,Drew County,2010,18666
50,3,7,5,45,Arkansas,Faulkner County,2010,114026
50,3,7,5,47,Arkansas,Franklin County,2010,18142
50,3,7,5,49,Arkansas,Fulton County,2010,12215
50,3,7,5,51,Arkansas,Garland County,2010,96067
50,3,7,5,53,Arkansas,Grant County,2010,17886
50,3,7,5,55,Arkansas,Greene County,2010,42201
50,3,7,5,57,Arkansas,Hempstead County,2010,22596
50,3,7,5,59,Arkansas,Hot Spring County,2010,33231
50,3,7,5,61,Arkansas,Howard County,2010,13796
50,3,7,5,63,Arkansas,Independence County,2010,36809
50,3,7,5,65,Arkansas,Izard County,2010,13726
50,3,7,5,67,Arkansas,Jackson County,2010,18057
50,3,7,5,69,Arkansas,Jefferson County,2010,77341
50,3,7,5,71,Arkansas,Johnson County,2010,25556
50,3,7,5,73,Arkansas,Lafayette County,2010,7647
50,3,7,5,75,Arkansas,Lawrence County,2010,17518
50,3,7,5,77,Arkansas,Lee County,2010,10395
50,3,7,5,79,Arkansas,Lincoln County,2010,14089
50,3,7,5,81,Arkansas,Little River County,2010,13132
50,3,7,5,83,Arkansas,Logan County,2010,22308
50,3,7,5,85,Arkansas,Lonoke County,2010,68744
50,3,7,5,87,Arkansas,Madison County,2010,15684
50,3,7,5,89,Arkansas,Marion County,2010,16665
50,3,7,5,91,Arkansas,Miller County,2010,43562
50,3,7,5,93,Arkansas,Mississippi County,2010,46399
50,3,7,5,95,Arkansas,Monroe County,2010,8138
50,3,7,5,97,Arkansas,Montgomery County,2010,9510
50,3,7,5,99,Arkansas,Nevada County,2010,8997
50,3,7,5,101,Arkansas,Newton County,2010,8304
50,3,7,5,103,Arkansas,Ouachita County,2010,26046
50,3,7,5,105,Arkansas,Perry County,2010,10444
50,3,7,5,107,Arkansas,Phillips County,2010,21676
50,3,7,5,109,Arkansas,Pike County,2010,11264
50,3,7,5,111,Arkansas,Poinsett County,2010,24515
50,3,7,5,113,Arkansas,Polk County,2010,20667
50,3,7,5,115,Arkansas,Pope County,2010,62109
50,3,7,5,117,Arkansas,Prairie County,2010,8722
50,3,7,5,119,Arkansas,Pulaski County,2010,383538
50,3,7,5,121,Arkansas,Randolph County,2010,17955
50,3,7,5,123,Arkansas,St. Francis County,2010,28194
50,3,7,5,125,Arkansas,Saline County,2010,107656
50,3,7,5,127,Arkansas,Scott County,2010,11275
50,3,7,5,129,Arkansas,Searcy County,2010,8182
50,3,7,5,131,Arkansas,Sebastian County,2010,125737
50,3,7,5,133,Arkansas,Sevier County,2010,17151
50,3,7,5,135,Arkansas,Sharp County,2010,17250
50,3,7,5,137,Arkansas,Stone County,2010,12389
50,3,7,5,139,Arkansas,Union County,2010,41573
50,3,7,5,141,Arkansas,Van Buren County,2010,17310
50,3,7,5,143,Arkansas,Washington County,2010,204024
50,3,7,5,145,Arkansas,White County,2010,77356
50,3,7,5,147,Arkansas,Woodruff County,2010,7236
50,3,7,5,149,Arkansas,Yell County,2010,22146
40,4,9,6,0,California,California,2010,37319502
50,4,9,6,1,California,Alameda County,2010,1512986
50,4,9,6,3,California,Alpine County,2010,1161
50,4,9,6,5,California,Amador County,2010,37886
50,4,9,6,7,California,Butte County,2010,219949
50,4,9,6,9,California,Calaveras County,2010,45468
50,4,9,6,11,California,Colusa County,2010,21437
50,4,9,6,13,California,Contra Costa County,2010,1052540
50,4,9,6,15,California,Del Norte County,2010,28566
50,4,9,6,17,California,El Dorado County,2010,181136
50,4,9,6,19,California,Fresno County,2010,932039
50,4,9,6,21,California,Glenn County,2010,28127
50,4,9,6,23,California,Humboldt County,2010,135009
50,4,9,6,25,California,Imperial County,2010,174716
50,4,9,6,27,California,Inyo County,2010,18511
50,4,9,6,29,California,Kern County,2010,840996
50,4,9,6,31,California,Kings County,2010,152370
50,4,9,6,33,California,Lake County,2010,64735
50,4,9,6,35,California,Lassen County,2010,34831
50,4,9,6,37,California,Los Angeles County,2010,9823246
50,4,9,6,39,California,Madera County,2010,150986
50,4,9,6,41,California,Marin County,2010,252904
50,4,9,6,43,California,Mariposa County,2010,18277
50,4,9,6,45,California,Mendocino County,2010,87799
50,4,9,6,47,California,Merced County,2010,256721
50,4,9,6,49,California,Modoc County,2010,9694
50,4,9,6,51,California,Mono County,2010,14257
50,4,9,6,53,California,Monterey County,2010,416373
50,4,9,6,55,California,Napa County,2010,136759
50,4,9,6,57,California,Nevada County,2010,98790
50,4,9,6,59,California,Orange County,2010,3015171
50,4,9,6,61,California,Placer County,2010,350021
50,4,9,6,63,California,Plumas County,2010,19914
50,4,9,6,65,California,Riverside County,2010,2201576
50,4,9,6,67,California,Sacramento County,2010,1421383
50,4,9,6,69,California,San Benito County,2010,55516
50,4,9,6,71,California,San Bernardino County,2010,2040848
50,4,9,6,73,California,San Diego County,2010,3103212
50,4,9,6,75,California,San Francisco County,2010,805505
50,4,9,6,77,California,San Joaquin County,2010,687127
50,4,9,6,79,California,San Luis Obispo County,2010,269802
50,4,9,6,81,California,San Mateo County,2010,719699
50,4,9,6,83,California,Santa Barbara County,2010,424231
50,4,9,6,85,California,Santa Clara County,2010,1786040
50,4,9,6,87,California,Santa Cruz County,2010,263147
50,4,9,6,89,California,Shasta County,2010,177274
50,4,9,6,91,California,Sierra County,2010,3220
50,4,9,6,93,California,Siskiyou County,2010,44938
50,4,9,6,95,California,Solano County,2010,413967
50,4,9,6,97,California,Sonoma County,2010,484755
50,4,9,6,99,California,Stanislaus County,2010,515145
50,4,9,6,101,California,Sutter County,2010,94751
50,4,9,6,103,California,Tehama County,2010,63559
50,4,9,6,105,California,Trinity County,2010,13755
50,4,9,6,107,California,Tulare County,2010,442969
50,4,9,6,109,California,Tuolumne County,2010,55190
50,4,9,6,111,California,Ventura County,2010,825097
50,4,9,6,113,California,Yolo County,2010,201073
50,4,9,6,115,California,Yuba County,2010,72348
40,4,8,8,0,Colorado,Colorado,2010,5047349
50,4,8,8,1,Colorado,Adams County,2010,443691
50,4,8,8,3,Colorado,Alamosa County,2010,15515
50,4,8,8,5,Colorado,Arapahoe County,2010,574747
50,4,8,8,7,Colorado,Archuleta County,2010,12046
50,4,8,8,9,Colorado,Baca County,2010,3807
50,4,8,8,11,Colorado,Bent County,2010,6500
50,4,8,8,13,Colorado,Boulder County,2010,295037
50,4,8,8,14,Colorado,Broomfield County,2010,56226
50,4,8,8,15,Colorado,Chaffee County,2010,17808
50,4,8,8,17,Colorado,Cheyenne County,2010,1833
50,4,8,8,19,Colorado,Clear Creek County,2010,9083
50,4,8,8,21,Colorado,Conejos County,2010,8312
50,4,8,8,23,Colorado,Costilla County,2010,3529
50,4,8,8,25,Colorado,Crowley County,2010,5861
50,4,8,8,27,Colorado,Custer County,2010,4279
50,4,8,8,29,Colorado,Delta County,2010,30860
50,4,8,8,31,Colorado,Denver County,2010,603359
50,4,8,8,33,Colorado,Dolores County,2010,2069
50,4,8,8,35,Colorado,Douglas County,2010,286977
50,4,8,8,37,Colorado,Eagle County,2010,52099
50,4,8,8,39,Colorado,Elbert County,2010,23142
50,4,8,8,41,Colorado,El Paso County,2010,627031
50,4,8,8,43,Colorado,Fremont County,2010,46837
50,4,8,8,45,Colorado,Garfield County,2010,56072
50,4,8,8,47,Colorado,Gilpin County,2010,5471
50,4,8,8,49,Colorado,Grand County,2010,14796
50,4,8,8,51,Colorado,Gunnison County,2010,15291
50,4,8,8,53,Colorado,Hinsdale County,2010,844
50,4,8,8,55,Colorado,Huerfano County,2010,6681
50,4,8,8,57,Colorado,Jackson County,2010,1389
50,4,8,8,59,Colorado,Jefferson County,2010,535548
50,4,8,8,61,Colorado,Kiowa County,2010,1404
50,4,8,8,63,Colorado,Kit Carson County,2010,8263
50,4,8,8,65,Colorado,Lake County,2010,7264
50,4,8,8,67,Colorado,La Plata County,2010,51411
50,4,8,8,69,Colorado,Larimer County,2010,300441
50,4,8,8,71,Colorado,Las Animas County,2010,15422
50,4,8,8,73,Colorado,Lincoln County,2010,5471
50,4,8,8,75,Colorado,Logan County,2010,22750
50,4,8,8,77,Colorado,Mesa County,2010,146259
50,4,8,8,79,Colorado,Mineral County,2010,704
50,4,8,8,81,Colorado,Moffat County,2010,13794
50,4,8,8,83,Colorado,Montezuma County,2010,25576
50,4,8,8,85,Colorado,Montrose County,2010,41186
50,4,8,8,87,Colorado,Morgan County,2010,28241
50,4,8,8,89,Colorado,Otero County,2010,18859
50,4,8,8,91,Colorado,Ouray County,2010,4456
50,4,8,8,93,Colorado,Park County,2010,16279
50,4,8,8,95,Colorado,Phillips County,2010,4469
50,4,8,8,97,Colorado,Pitkin County,2010,17154
50,4,8,8,99,Colorado,Prowers County,2010,12545
50,4,8,8,101,Colorado,Pueblo County,2010,159390
50,4,8,8,103,Colorado,Rio Blanco County,2010,6623
50,4,8,8,105,Colorado,Rio Grande County,2010,12023
50,4,8,8,107,Colorado,Routt County,2010,23434
50,4,8,8,109,Colorado,Saguache County,2010,6136
50,4,8,8,111,Colorado,San Juan County,2010,708
50,4,8,8,113,Colorado,San Miguel County,2010,7357
50,4,8,8,115,Colorado,Sedgwick County,2010,2371
50,4,8,8,117,Colorado,Summit County,2010,28073
50,4,8,8,119,Colorado,Teller County,2010,23469
50,4,8,8,121,Colorado,Washington County,2010,4821
50,4,8,8,123,Colorado,Weld County,2010,254207
50,4,8,8,125,Colorado,Yuma County,2010,10049
40,1,1,9,0,Connecticut,Connecticut,2010,3579114
50,1,1,9,1,Connecticut,Fairfield County,2010,919355
50,1,1,9,3,Connecticut,Hartford County,2010,895236
50,1,1,9,5,Connecticut,Litchfield County,2010,189763
50,1,1,9,7,Connecticut,Middlesex County,2010,165616
50,1,1,9,9,Connecticut,New Haven County,2010,863357
50,1,1,9,11,Connecticut,New London County,2010,274004
50,1,1,9,13,Connecticut,Tolland County,2010,153239
50,1,1,9,15,Connecticut,Windham County,2010,118544
40,3,5,10,0,Delaware,Delaware,2010,899593
50,3,5,10,1,Delaware,Kent County,2010,162956
50,3,5,10,3,Delaware,New Castle County,2010,538752
50,3,5,10,5,Delaware,Sussex County,2010,197885
40,3,5,11,0,District of Columbia,District of Columbia,2010,605226
50,3,5,11,1,District of Columbia,District of Columbia,2010,605226
40,3,5,12,0,Florida,Florida,2010,18845537
50,3,5,12,1,Florida,Alachua County,2010,247614
50,3,5,12,3,Florida,Baker County,2010,27066
50,3,5,12,5,Florida,Bay County,2010,169206
50,3,5,12,7,Florida,Bradford County,2010,28536
50,3,5,12,9,Florida,Brevard County,2010,543965
50,3,5,12,11,Florida,Broward County,2010,1752803
50,3,5,12,13,Florida,Calhoun County,2010,14647
50,3,5,12,15,Florida,Charlotte County,2010,159875
50,3,5,12,17,Florida,Citrus County,2010,141173
50,3,5,12,19,Florida,Clay County,2010,191451
50,3,5,12,21,Florida,Collier County,2010,322581
50,3,5,12,23,Florida,Columbia County,2010,67553
50,3,5,12,27,Florida,DeSoto County,2010,34934
50,3,5,12,29,Florida,Dixie County,2010,16400
50,3,5,12,31,Florida,Duval County,2010,865628
50,3,5,12,33,Florida,Escambia County,2010,298038
50,3,5,12,35,Florida,Flagler County,2010,96066
50,3,5,12,37,Florida,Franklin County,2010,11522
50,3,5,12,39,Florida,Gadsden County,2010,47794
50,3,5,12,41,Florida,Gilchrist County,2010,17000
50,3,5,12,43,Florida,Glades County,2010,12869
50,3,5,12,45,Florida,Gulf County,2010,15825
50,3,5,12,47,Florida,Hamilton County,2010,14683
50,3,5,12,49,Florida,Hardee County,2010,27730
50,3,5,12,51,Florida,Hendry County,2010,39009
50,3,5,12,53,Florida,Hernando County,2010,172969
50,3,5,12,55,Florida,Highlands County,2010,98635
50,3,5,12,57,Florida,Hillsborough County,2010,1233498
50,3,5,12,59,Florida,Holmes County,2010,19843
50,3,5,12,61,Florida,Indian River County,2010,138270
50,3,5,12,63,Florida,Jackson County,2010,49648
50,3,5,12,65,Florida,Jefferson County,2010,14755
50,3,5,12,67,Florida,Lafayette County,2010,8808
50,3,5,12,69,Florida,Lake County,2010,297709
50,3,5,12,71,Florida,Lee County,2010,620449
50,3,5,12,73,Florida,Leon County,2010,275971
50,3,5,12,75,Florida,Levy County,2010,40720
50,3,5,12,77,Florida,Liberty County,2010,8349
50,3,5,12,79,Florida,Madison County,2010,19248
50,3,5,12,81,Florida,Manatee County,2010,323424
50,3,5,12,83,Florida,Marion County,2010,331331
50,3,5,12,85,Florida,Martin County,2010,146909
50,3,5,12,86,Florida,Miami-Dade County,2010,2506972
50,3,5,12,87,Florida,Monroe County,2010,73220
50,3,5,12,89,Florida,Nassau County,2010,73513
50,3,5,12,91,Florida,Okaloosa County,2010,180715
50,3,5,12,93,Florida,Okeechobee County,2010,40025
50,3,5,12,95,Florida,Orange County,2010,1148564
50,3,5,12,97,Florida,Osceola County,2010,269837
50,3,5,12,99,Florida,Palm Beach County,2010,1323619
50,3,5,12,101,Florida,Pasco County,2010,465487
50,3,5,12,103,Florida,Pinellas County,2010,916412
50,3,5,12,105,Florida,Polk County,2010,603102
50,3,5,12,107,Florida,Putnam County,2010,74220
50,3,5,12,109,Florida,St. Johns County,2010,191249
50,3,5,12,111,Florida,St. Lucie County,2010,278264
50,3,5,12,113,Florida,Santa Rosa County,2010,152908
50,3,5,12,115,Florida,Sarasota County,2010,379930
50,3,5,12,117,Florida,Seminole County,2010,423051
50,3,5,12,119,Florida,Sumter County,2010,94278
50,3,5,12,121,Florida,Suwannee County,2010,42328
50,3,5,12,123,Florida,Taylor County,2010,22595
50,3,5,12,125,Florida,Union County,2010,15542
50,3,5,12,127,Florida,Volusia County,2010,494440
50,3,5,12,129,Florida,Wakulla County,2010,30825
50,3,5,12,131,Florida,Walton County,2010,55217
50,3,5,12,133,Florida,Washington County,2010,24720
40,3,5,13,0,Georgia,Georgia,2010,9711881
50,3,5,13,1,Georgia,Appling County,2010,18334
50,3,5,13,3,Georgia,Atkinson County,2010,8364
50,3,5,13,5,Georgia,Bacon County,2010,11062
50,3,5,13,7,Georgia,Baker County,2010,3431
50,3,5,13,9,Georgia,Baldwin County,2010,45704
50,3,5,13,11,Georgia,Banks County,2010,18410
50,3,5,13,13,Georgia,Barrow County,2010,69676
50,3,5,13,15,Georgia,Bartow County,2010,100050
50,3,5,13,17,Georgia,Ben Hill County,2010,17645
50,3,5,13,19,Georgia,Berrien County,2010,19361
50,3,5,13,21,Georgia,Bibb County,2010,155814
50,3,5,13,23,Georgia,Bleckley County,2010,13036
50,3,5,13,25,Georgia,Brantley County,2010,18479
50,3,5,13,27,Georgia,Brooks County,2010,16246
50,3,5,13,29,Georgia,Bryan County,2010,30377
50,3,5,13,31,Georgia,Bulloch County,2010,70559
50,3,5,13,33,Georgia,Burke County,2010,23336
50,3,5,13,35,Georgia,Butts County,2010,23786
50,3,5,13,37,Georgia,Calhoun County,2010,6697
50,3,5,13,39,Georgia,Camden County,2010,50661
50,3,5,13,43,Georgia,Candler County,2010,11025
50,3,5,13,45,Georgia,Carroll County,2010,110655
50,3,5,13,47,Georgia,Catoosa County,2010,64069
50,3,5,13,49,Georgia,Charlton County,2010,12853
50,3,5,13,51,Georgia,Chatham County,2010,265799
50,3,5,13,53,Georgia,Chattahoochee County,2010,11182
50,3,5,13,55,Georgia,Chattooga County,2010,25959
50,3,5,13,57,Georgia,Cherokee County,2010,215197
50,3,5,13,59,Georgia,Clarke County,2010,117403
50,3,5,13,61,Georgia,Clay County,2010,3177
50,3,5,13,63,Georgia,Clayton County,2010,259877
50,3,5,13,65,Georgia,Clinch County,2010,6764
50,3,5,13,67,Georgia,Cobb County,2010,689495
50,3,5,13,69,Georgia,Coffee County,2010,42728
50,3,5,13,71,Georgia,Colquitt County,2010,45634
50,3,5,13,73,Georgia,Columbia County,2010,124955
50,3,5,13,75,Georgia,Cook County,2010,17185
50,3,5,13,77,Georgia,Coweta County,2010,127937
50,3,5,13,79,Georgia,Crawford County,2010,12587
50,3,5,13,81,Georgia,Crisp County,2010,23433
50,3,5,13,83,Georgia,Dade County,2010,16630
50,3,5,13,85,Georgia,Dawson County,2010,22328
50,3,5,13,87,Georgia,Decatur County,2010,27817
50,3,5,13,89,Georgia,DeKalb County,2010,692443
50,3,5,13,91,Georgia,Dodge County,2010,21761
50,3,5,13,93,Georgia,Dooly County,2010,14854
50,3,5,13,95,Georgia,Dougherty County,2010,94513
50,3,5,13,97,Georgia,Douglas County,2010,132573
50,3,5,13,99,Georgia,Early County,2010,10983
50,3,5,13,101,Georgia,Echols County,2010,4015
50,3,5,13,103,Georgia,Effingham County,2010,52464
50,3,5,13,105,Georgia,Elbert County,2010,20100
50,3,5,13,107,Georgia,Emanuel County,2010,22607
50,3,5,13,109,Georgia,Evans County,2010,11021
50,3,5,13,111,Georgia,Fannin County,2010,23685
50,3,5,13,113,Georgia,Fayette County,2010,106938
50,3,5,13,115,Georgia,Floyd County,2010,96431
50,3,5,13,117,Georgia,Forsyth County,2010,176723
50,3,5,13,119,Georgia,Franklin County,2010,22074
50,3,5,13,121,Georgia,Fulton County,2010,925632
50,3,5,13,123,Georgia,Gilmer County,2010,28339
50,3,5,13,125,Georgia,Glascock County,2010,3079
50,3,5,13,127,Georgia,Glynn County,2010,79744
50,3,5,13,129,Georgia,Gordon County,2010,55257
50,3,5,13,131,Georgia,Grady County,2010,25021
50,3,5,13,133,Georgia,Greene County,2010,15976
50,3,5,13,135,Georgia,Gwinnett County,2010,808007
50,3,5,13,137,Georgia,Habersham County,2010,43061
50,3,5,13,139,Georgia,Hall County,2010,180033
50,3,5,13,141,Georgia,Hancock County,2010,9433
50,3,5,13,143,Georgia,Haralson County,2010,28758
50,3,5,13,145,Georgia,Harris County,2010,32149
50,3,5,13,147,Georgia,Hart County,2010,25240
50,3,5,13,149,Georgia,Heard County,2010,11841
50,3,5,13,151,Georgia,Henry County,2010,205039
50,3,5,13,153,Georgia,Houston County,2010,140651
50,3,5,13,155,Georgia,Irwin County,2010,9577
50,3,5,13,157,Georgia,Jackson County,2010,60696
50,3,5,13,159,Georgia,Jasper County,2010,13889
50,3,5,13,161,Georgia,Jeff Davis County,2010,15111
50,3,5,13,163,Georgia,Jefferson County,2010,16869
50,3,5,13,165,Georgia,Jenkins County,2010,8320
50,3,5,13,167,Georgia,Johnson County,2010,9986
50,3,5,13,169,Georgia,Jones County,2010,28646
50,3,5,13,171,Georgia,Lamar County,2010,18265
50,3,5,13,173,Georgia,Lanier County,2010,10104
50,3,5,13,175,Georgia,Laurens County,2010,48384
50,3,5,13,177,Georgia,Lee County,2010,28414
50,3,5,13,179,Georgia,Liberty County,2010,62765
50,3,5,13,181,Georgia,Lincoln County,2010,7970
50,3,5,13,183,Georgia,Long County,2010,14574
50,3,5,13,185,Georgia,Lowndes County,2010,109689
50,3,5,13,187,Georgia,Lumpkin County,2010,30282
50,3,5,13,189,Georgia,McDuffie County,2010,21803
50,3,5,13,191,Georgia,McIntosh County,2010,14311
50,3,5,13,193,Georgia,Macon County,2010,14645
50,3,5,13,195,Georgia,Madison County,2010,28212
50,3,5,13,197,Georgia,Marion County,2010,8741
50,3,5,13,199,Georgia,Meriwether County,2010,21818
50,3,5,13,201,Georgia,Miller County,2010,6133
50,3,5,13,205,Georgia,Mitchell County,2010,23502
50,3,5,13,207,Georgia,Monroe County,2010,26179
50,3,5,13,209,Georgia,Montgomery County,2010,9144
50,3,5,13,211,Georgia,Morgan County,2010,17901
50,3,5,13,213,Georgia,Murray County,2010,39533
50,3,5,13,215,Georgia,Muscogee County,2010,191101
50,3,5,13,217,Georgia,Newton County,2010,100133
50,3,5,13,219,Georgia,Oconee County,2010,32925
50,3,5,13,221,Georgia,Oglethorpe County,2010,14899
50,3,5,13,223,Georgia,Paulding County,2010,142837
50,3,5,13,225,Georgia,Peach County,2010,27857
50,3,5,13,227,Georgia,Pickens County,2010,29436
50,3,5,13,229,Georgia,Pierce County,2010,18815
50,3,5,13,231,Georgia,Pike County,2010,17922
50,3,5,13,233,Georgia,Polk County,2010,41547
50,3,5,13,235,Georgia,Pulaski County,2010,11969
